Description,category,group,subcategory,size.group,size.overlap.category,size.category,size.overlap.term,size.term,k.K,p.adjust,qvalue,ENTREZIDs,SYMBOLs,ENSEMBLIDs
GOBP_POSITIVE_REGULATION_OF_BIOMINERALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,48,0.020833333333333332,0.18164492126938564,0.13279462022187663,8326,FZD9,ENSG00000188763
GOBP_POSITIVE_REGULATION_OF_OSSIFICATION,C5,AntiIL5,GO:BP,36,31,17949,1,48,0.020833333333333332,0.18164492126938564,0.13279462022187663,8326,FZD9,ENSG00000188763
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,48,0.020833333333333332,0.18164492126938564,0.13279462022187663,7784,ZP3,ENSG00000188372
GOBP_REGULATION_OF_FATTY_ACID_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,48,0.020833333333333332,0.18164492126938564,0.13279462022187663,553,AVPR1B,ENSG00000198049
GOBP_DETECTION_OF_MECHANICAL_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,1,49,0.02040816326530612,0.18422922899007038,0.1346839224930689,79955,PDZD7,ENSG00000186862
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,49,0.02040816326530612,0.18422922899007038,0.1346839224930689,3627,CXCL10,ENSG00000169245
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_CATABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,50,0.02,0.186255293313232,0.13616511139975093,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION,C5,AntiIL5,GO:BP,36,31,17949,1,50,0.02,0.186255293313232,0.13616511139975093,8326,FZD9,ENSG00000188763
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,50,0.02,0.186255293313232,0.13616511139975093,6262,RYR2,ENSG00000198626
GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,51,0.0196078431372549,0.1872016400787744,0.13685695435605374,55323,LARP6,ENSG00000166173
GOBP_ICOSANOID_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,51,0.0196078431372549,0.1872016400787744,0.13685695435605374,553,AVPR1B,ENSG00000198049
GOBP_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,51,0.0196078431372549,0.1872016400787744,0.13685695435605374,7784,ZP3,ENSG00000188372
GOBP_PROGRAMMED_NECROTIC_CELL_DEATH,C5,AntiIL5,GO:BP,36,31,17949,1,51,0.0196078431372549,0.1872016400787744,0.13685695435605374,8326,FZD9,ENSG00000188763
GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,2,281,0.0071174377224199285,0.1872016400787744,0.13685695435605374,8349/8370,H2BC21/H4C14,ENSG00000184678/ENSG00000270882
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,C5,AntiIL5,GO:BP,36,31,17949,2,283,0.007067137809187279,0.18826709390196725,0.13763587255991042,4600/55333,MX2/SYNJ2BP,ENSG00000183486/ENSG00000213463
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,2,283,0.007067137809187279,0.18826709390196725,0.13763587255991042,9722/6262,NOS1AP/RYR2,ENSG00000198929/ENSG00000198626
GOBP_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,52,0.019230769230769232,0.18914715757482115,0.138279258129906,9722,NOS1AP,ENSG00000198929
GOBP_OVARIAN_FOLLICLE_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,53,0.018867924528301886,0.19053739726701474,0.13929561658712064,7784,ZP3,ENSG00000188372
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,53,0.018867924528301886,0.19053739726701474,0.13929561658712064,91543,RSAD2,ENSG00000134321
GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE,C5,AntiIL5,GO:BP,36,31,17949,1,53,0.018867924528301886,0.19053739726701474,0.13929561658712064,55333,SYNJ2BP,ENSG00000213463
GOBP_RESPONSE_TO_GAMMA_RADIATION,C5,AntiIL5,GO:BP,36,31,17949,1,53,0.018867924528301886,0.19053739726701474,0.13929561658712064,3627,CXCL10,ENSG00000169245
GOBP_CELLULAR_DEFENSE_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,54,0.018518518518518517,0.19086868904822796,0.13953781309865204,3579,CXCR2,ENSG00000180871
GOBP_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,54,0.018518518518518517,0.19086868904822796,0.13953781309865204,8370,H4C14,ENSG00000270882
GOBP_HEART_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,2,289,0.006920415224913495,0.19086868904822796,0.13953781309865204,9722/6262,NOS1AP/RYR2,ENSG00000198929/ENSG00000198626
GOBP_POSITIVE_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,54,0.018518518518518517,0.19086868904822796,0.13953781309865204,553,AVPR1B,ENSG00000198049
GOBP_RESPONSE_TO_DSRNA,C5,AntiIL5,GO:BP,36,31,17949,1,54,0.018518518518518517,0.19086868904822796,0.13953781309865204,3434,IFIT1,ENSG00000185745
GOBP_SYNAPTIC_VESICLE_LOCALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,54,0.018518518518518517,0.19086868904822796,0.13953781309865204,4600,MX2,ENSG00000183486
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,55,0.01818181818181818,0.1916870851802292,0.14013611556029357,8326,FZD9,ENSG00000188763
GOBP_NEUROBLAST_PROLIFERATION,C5,AntiIL5,GO:BP,36,31,17949,1,55,0.01818181818181818,0.1916870851802292,0.14013611556029357,8326,FZD9,ENSG00000188763
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,55,0.01818181818181818,0.1916870851802292,0.14013611556029357,9722,NOS1AP,ENSG00000198929
GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,C5,AntiIL5,GO:BP,36,31,17949,1,55,0.01818181818181818,0.1916870851802292,0.14013611556029357,8326,FZD9,ENSG00000188763
GOBP_TELOMERE_CAPPING,C5,AntiIL5,GO:BP,36,31,17949,1,55,0.01818181818181818,0.1916870851802292,0.14013611556029357,8370,H4C14,ENSG00000270882
GOBP_RHYTHMIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,2,294,0.006802721088435374,0.1919239812764878,0.14030930249508294,2673/7784,GFPT1/ZP3,ENSG00000198380/ENSG00000188372
GOBP_CENTROMERE_COMPLEX_ASSEMBLY,C5,AntiIL5,GO:BP,36,31,17949,1,56,0.017857142857142856,0.1919800646666943,0.14035030321479028,8370,H4C14,ENSG00000270882
GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,56,0.017857142857142856,0.1919800646666943,0.14035030321479028,9722,NOS1AP,ENSG00000198929
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,1,56,0.017857142857142856,0.1919800646666943,0.14035030321479028,83666,PARP9,ENSG00000138496
GOBP_POSITIVE_REGULATION_OF_SECRETION,C5,AntiIL5,GO:BP,36,31,17949,2,295,0.006779661016949152,0.1919800646666943,0.14035030321479028,7784/553,ZP3/AVPR1B,ENSG00000188372/ENSG00000198049
GOBP_SYNCYTIUM_FORMATION,C5,AntiIL5,GO:BP,36,31,17949,1,56,0.017857142857142856,0.1919800646666943,0.14035030321479028,3627,CXCL10,ENSG00000169245
GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,57,0.017543859649122806,0.19374138717191997,0.1416379480965473,6262,RYR2,ENSG00000198626
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,C5,AntiIL5,GO:BP,36,31,17949,1,57,0.017543859649122806,0.19374138717191997,0.1416379480965473,6262,RYR2,ENSG00000198626
GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,57,0.017543859649122806,0.19374138717191997,0.1416379480965473,7784,ZP3,ENSG00000188372
GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,58,0.017241379310344827,0.19597028068267558,0.14326741874294566,23136,EPB41L3,ENSG00000082397
GOBP_HISTONE_EXCHANGE,C5,AntiIL5,GO:BP,36,31,17949,1,58,0.017241379310344827,0.19597028068267558,0.14326741874294566,8370,H4C14,ENSG00000270882
GOBP_PRESYNAPTIC_ENDOCYTOSIS,C5,AntiIL5,GO:BP,36,31,17949,1,59,0.01694915254237288,0.1981711165393413,0.14487637736240072,4600,MX2,ENSG00000183486
GOBP_REGULATION_OF_CARDIAC_CONDUCTION,C5,AntiIL5,GO:BP,36,31,17949,1,59,0.01694915254237288,0.1981711165393413,0.14487637736240072,6262,RYR2,ENSG00000198626
GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,60,0.016666666666666666,0.1998384095734469,0.1460952803942905,553,AVPR1B,ENSG00000198049
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS,C5,AntiIL5,GO:BP,36,31,17949,1,60,0.016666666666666666,0.1998384095734469,0.1460952803942905,4600,MX2,ENSG00000183486
GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,60,0.016666666666666666,0.1998384095734469,0.1460952803942905,55333,SYNJ2BP,ENSG00000213463
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,61,0.01639344262295082,0.19997180929613143,0.14619280453858144,8349,H2BC21,ENSG00000184678
GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,61,0.01639344262295082,0.19997180929613143,0.14619280453858144,8820,HESX1,ENSG00000163666
GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM,C5,AntiIL5,GO:BP,36,31,17949,1,61,0.01639344262295082,0.19997180929613143,0.14619280453858144,3627,CXCL10,ENSG00000169245
GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,61,0.01639344262295082,0.19997180929613143,0.14619280453858144,9722,NOS1AP,ENSG00000198929
GOBP_REGULATION_OF_VASOCONSTRICTION,C5,AntiIL5,GO:BP,36,31,17949,1,61,0.01639344262295082,0.19997180929613143,0.14619280453858144,553,AVPR1B,ENSG00000198049
GOBP_SPERM_EGG_RECOGNITION,C5,AntiIL5,GO:BP,36,31,17949,1,61,0.01639344262295082,0.19997180929613143,0.14619280453858144,7784,ZP3,ENSG00000188372
GOBP_ADULT_LOCOMOTORY_BEHAVIOR,C5,AntiIL5,GO:BP,36,31,17949,1,62,0.016129032258064516,0.2005877730939563,0.1466431153869716,163175,LGI4,ENSG00000153902
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,1,62,0.016129032258064516,0.2005877730939563,0.1466431153869716,7784,ZP3,ENSG00000188372
GOBP_MECHANORECEPTOR_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,62,0.016129032258064516,0.2005877730939563,0.1466431153869716,79955,PDZD7,ENSG00000186862
GOBP_OVULATION_CYCLE,C5,AntiIL5,GO:BP,36,31,17949,1,62,0.016129032258064516,0.2005877730939563,0.1466431153869716,7784,ZP3,ENSG00000188372
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,62,0.016129032258064516,0.2005877730939563,0.1466431153869716,9722,NOS1AP,ENSG00000198929
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS,C5,AntiIL5,GO:BP,36,31,17949,1,63,0.015873015873015872,0.20167319351272558,0.14743663051133765,7784,ZP3,ENSG00000188372
GOBP_POLYOL_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,63,0.015873015873015872,0.20167319351272558,0.14743663051133765,553,AVPR1B,ENSG00000198049
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,C5,AntiIL5,GO:BP,36,31,17949,1,63,0.015873015873015872,0.20167319351272558,0.14743663051133765,3627,CXCL10,ENSG00000169245
GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION,C5,AntiIL5,GO:BP,36,31,17949,1,63,0.015873015873015872,0.20167319351272558,0.14743663051133765,3627,CXCL10,ENSG00000169245
GOBP_ERK1_AND_ERK2_CASCADE,C5,AntiIL5,GO:BP,36,31,17949,2,319,0.006269592476489028,0.20361830696467673,0.1488586389018571,8820/55333,HESX1/SYNJ2BP,ENSG00000163666/ENSG00000213463
GOBP_GLUTATHIONE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,64,0.015625,0.20371440046305567,0.14892888969408322,53405,CLIC5,ENSG00000112782
GOBP_NECROTIC_CELL_DEATH,C5,AntiIL5,GO:BP,36,31,17949,1,65,0.015384615384615385,0.20474417653999602,0.14968172507255254,8326,FZD9,ENSG00000188763
GOBP_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION,C5,AntiIL5,GO:BP,36,31,17949,1,65,0.015384615384615385,0.20474417653999602,0.14968172507255254,7784,ZP3,ENSG00000188372
GOBP_REGULATION_OF_DENDRITE_MORPHOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,65,0.015384615384615385,0.20474417653999602,0.14968172507255254,50674,NEUROG3,ENSG00000122859
GOBP_REGULATION_OF_MONOOXYGENASE_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,65,0.015384615384615385,0.20474417653999602,0.14968172507255254,9722,NOS1AP,ENSG00000198929
GOBP_MULTI_ORGANISM_LOCALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,66,0.015151515151515152,0.20722609713307658,0.1514961754864466,3434,IFIT1,ENSG00000185745
GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION,C5,AntiIL5,GO:BP,36,31,17949,1,67,0.014925373134328358,0.2077083019606739,0.1518486995564974,2673,GFPT1,ENSG00000198380
GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,67,0.014925373134328358,0.2077083019606739,0.1518486995564974,2673,GFPT1,ENSG00000198380
GOBP_MONOCYTE_CHEMOTAXIS,C5,AntiIL5,GO:BP,36,31,17949,1,67,0.014925373134328358,0.2077083019606739,0.1518486995564974,3627,CXCL10,ENSG00000169245
GOBP_POSITIVE_CHEMOTAXIS,C5,AntiIL5,GO:BP,36,31,17949,1,67,0.014925373134328358,0.2077083019606739,0.1518486995564974,3627,CXCL10,ENSG00000169245
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,C5,AntiIL5,GO:BP,36,31,17949,2,327,0.0061162079510703364,0.2077083019606739,0.1518486995564974,4600/3579,MX2/CXCR2,ENSG00000183486/ENSG00000180871
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,2,333,0.006006006006006006,0.2105701163807414,0.15394087783708224,8820/8326,HESX1/FZD9,ENSG00000163666/ENSG00000188763
GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,69,0.014492753623188406,0.2105701163807414,0.15394087783708224,6262,RYR2,ENSG00000198626
GOBP_EMBRYONIC_HEART_TUBE_MORPHOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,69,0.014492753623188406,0.2105701163807414,0.15394087783708224,6262,RYR2,ENSG00000198626
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY,C5,AntiIL5,GO:BP,36,31,17949,1,69,0.014492753623188406,0.2105701163807414,0.15394087783708224,8326,FZD9,ENSG00000188763
GOBP_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN,C5,AntiIL5,GO:BP,36,31,17949,1,69,0.014492753623188406,0.2105701163807414,0.15394087783708224,83666,PARP9,ENSG00000138496
GOBP_RESPONSE_TO_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,69,0.014492753623188406,0.2105701163807414,0.15394087783708224,6262,RYR2,ENSG00000198626
GOBP_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,70,0.014285714285714285,0.21294988776898474,0.15568065033117798,553,AVPR1B,ENSG00000198049
GOBP_DIENCEPHALON_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,71,0.014084507042253521,0.21382546816468997,0.1563207583248882,8820,HESX1,ENSG00000163666
GOBP_INOSITOL_PHOSPHATE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,71,0.014084507042253521,0.21382546816468997,0.1563207583248882,553,AVPR1B,ENSG00000198049
GOBP_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,71,0.014084507042253521,0.21382546816468997,0.1563207583248882,9722,NOS1AP,ENSG00000198929
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,C5,AntiIL5,GO:BP,36,31,17949,1,71,0.014084507042253521,0.21382546816468997,0.1563207583248882,8326,FZD9,ENSG00000188763
GOBP_DEMETHYLATION,C5,AntiIL5,GO:BP,36,31,17949,1,72,0.013888888888888888,0.2141913157497359,0.15658821744665036,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,72,0.013888888888888888,0.2141913157497359,0.15658821744665036,553,AVPR1B,ENSG00000198049
GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,2,341,0.005865102639296188,0.2141913157497359,0.15658821744665036,3627/55333,CXCL10/SYNJ2BP,ENSG00000169245/ENSG00000213463
GOBP_RIBONUCLEOSIDE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,72,0.013888888888888888,0.2141913157497359,0.15658821744665036,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_SYNAPTIC_VESICLE_RECYCLING,C5,AntiIL5,GO:BP,36,31,17949,1,72,0.013888888888888888,0.2141913157497359,0.15658821744665036,4600,MX2,ENSG00000183486
GOBP_MUSCLE_ORGAN_MORPHOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,73,0.0136986301369863,0.21502857423417093,0.1572003095530033,6262,RYR2,ENSG00000198626
GOBP_PANCREAS_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,73,0.0136986301369863,0.21502857423417093,0.1572003095530033,50674,NEUROG3,ENSG00000122859
GOBP_POSITIVE_REGULATION_OF_LIPASE_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,73,0.0136986301369863,0.21502857423417093,0.1572003095530033,553,AVPR1B,ENSG00000198049
GOBP_TISSUE_REGENERATION,C5,AntiIL5,GO:BP,36,31,17949,1,73,0.0136986301369863,0.21502857423417093,0.1572003095530033,8326,FZD9,ENSG00000188763
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,75,0.013333333333333334,0.21616553614585235,0.15803150496553323,2673,GFPT1,ENSG00000198380
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,C5,AntiIL5,GO:BP,36,31,17949,1,75,0.013333333333333334,0.21616553614585235,0.15803150496553323,55333,SYNJ2BP,ENSG00000213463
GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR,C5,AntiIL5,GO:BP,36,31,17949,1,74,0.013513513513513514,0.21616553614585235,0.15803150496553323,83666,PARP9,ENSG00000138496
GOBP_PROTEIN_N_LINKED_GLYCOSYLATION,C5,AntiIL5,GO:BP,36,31,17949,1,74,0.013513513513513514,0.21616553614585235,0.15803150496553323,2673,GFPT1,ENSG00000198380
GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,75,0.013333333333333334,0.21616553614585235,0.15803150496553323,553,AVPR1B,ENSG00000198049
GOBP_REGULATION_OF_BONE_MINERALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,75,0.013333333333333334,0.21616553614585235,0.15803150496553323,8326,FZD9,ENSG00000188763
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION,C5,AntiIL5,GO:BP,36,31,17949,1,75,0.013333333333333334,0.21616553614585235,0.15803150496553323,6262,RYR2,ENSG00000198626
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY,C5,AntiIL5,GO:BP,36,31,17949,1,75,0.013333333333333334,0.21616553614585235,0.15803150496553323,8326,FZD9,ENSG00000188763
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,C5,AntiIL5,GO:BP,36,31,17949,2,346,0.005780346820809248,0.21616553614585235,0.15803150496553323,6373/3627,CXCL11/CXCL10,ENSG00000169248/ENSG00000169245
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,C5,AntiIL5,GO:BP,36,31,17949,2,351,0.005698005698005698,0.2169206612021233,0.15858355202727745,91543/7784,RSAD2/ZP3,ENSG00000134321/ENSG00000188372
GOBP_DNA_CONFORMATION_CHANGE,C5,AntiIL5,GO:BP,36,31,17949,2,352,0.005681818181818182,0.21694807499666316,0.1586035933497065,8349/8370,H2BC21/H4C14,ENSG00000184678/ENSG00000270882
GOBP_MUSCLE_CONTRACTION,C5,AntiIL5,GO:BP,36,31,17949,2,352,0.005681818181818182,0.21694807499666316,0.1586035933497065,9722/6262,NOS1AP/RYR2,ENSG00000198929/ENSG00000198626
GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION,C5,AntiIL5,GO:BP,36,31,17949,1,76,0.013157894736842105,0.21694807499666316,0.1586035933497065,91543,RSAD2,ENSG00000134321
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,C5,AntiIL5,GO:BP,36,31,17949,2,358,0.00558659217877095,0.21872503192024875,0.1599026680398721,91543/7784,RSAD2/ZP3,ENSG00000134321/ENSG00000188372
GOBP_EMBRYONIC_HEART_TUBE_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,78,0.01282051282051282,0.21872503192024875,0.1599026680398721,6262,RYR2,ENSG00000198626
GOBP_ENDOCRINE_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,78,0.01282051282051282,0.21872503192024875,0.1599026680398721,553,AVPR1B,ENSG00000198049
GOBP_FOREBRAIN_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,2,357,0.0056022408963585435,0.21872503192024875,0.1599026680398721,8820/50674,HESX1/NEUROG3,ENSG00000163666/ENSG00000122859
GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,C5,AntiIL5,GO:BP,36,31,17949,1,78,0.01282051282051282,0.21872503192024875,0.1599026680398721,55333,SYNJ2BP,ENSG00000213463
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,78,0.01282051282051282,0.21872503192024875,0.1599026680398721,553,AVPR1B,ENSG00000198049
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,78,0.01282051282051282,0.21872503192024875,0.1599026680398721,9722,NOS1AP,ENSG00000198929
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,77,0.012987012987012988,0.21872503192024875,0.1599026680398721,91543,RSAD2,ENSG00000134321
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,2,359,0.005571030640668524,0.21924954944251537,0.16028612552760346,83666/7784,PARP9/ZP3,ENSG00000138496/ENSG00000188372
GOBP_VASOCONSTRICTION,C5,AntiIL5,GO:BP,36,31,17949,1,79,0.012658227848101266,0.22012989975964606,0.16092972065379033,553,AVPR1B,ENSG00000198049
GOBP_CELL_CELL_RECOGNITION,C5,AntiIL5,GO:BP,36,31,17949,1,80,0.0125,0.2203691122989631,0.16110460106381735,7784,ZP3,ENSG00000188372
GOBP_HETEROCHROMATIN_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,80,0.0125,0.2203691122989631,0.16110460106381735,8370,H4C14,ENSG00000270882
GOBP_MYOBLAST_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,80,0.0125,0.2203691122989631,0.16110460106381735,3627,CXCL10,ENSG00000169245
GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,80,0.0125,0.2203691122989631,0.16110460106381735,7784,ZP3,ENSG00000188372
GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE,C5,AntiIL5,GO:BP,36,31,17949,1,80,0.0125,0.2203691122989631,0.16110460106381735,55333,SYNJ2BP,ENSG00000213463
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,81,0.012345679012345678,0.2219981680231614,0.1622955500576203,91543,RSAD2,ENSG00000134321
GOBP_REGULATION_OF_ATPASE_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,81,0.012345679012345678,0.2219981680231614,0.1622955500576203,3434,IFIT1,ENSG00000185745
GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION,C5,AntiIL5,GO:BP,36,31,17949,1,82,0.012195121951219513,0.22408097329227927,0.16381822040136443,8326,FZD9,ENSG00000188763
GOBP_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,83,0.012048192771084338,0.22615073429579122,0.16533135451208256,8370,H4C14,ENSG00000270882
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,C5,AntiIL5,GO:BP,36,31,17949,1,84,0.011904761904761904,0.22820754016932107,0.166835017553894,8794,TNFRSF10C,ENSG00000173535
